,Unnamed: 0,type,epoch,top1,top5,loss,time,layer,layer_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,model,round,train_strategy,model_strategy
71,7,test,3,,,,,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
72,8,train,4,,,,4.9,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
73,9,test,4,,,,,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
74,10,train,5,0.56812,0.94562,0.0049978183984756,4.9,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
75,11,test,5,0.5359,0.9396,0.0052458946347236,,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
76,12,train,6,,,,4.9,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
77,13,test,6,,,,,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
78,14,train,7,0.56098,0.94476,0.0050500064992904,4.9,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
79,15,test,7,0.5324,0.9384,0.0053015565991401,,4,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
80,0,train,0,0.56314,0.94412,0.005017165403366,4.9,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
81,1,test,0,0.53,0.938,0.0052657136917114,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
82,2,train,1,,,,4.9,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
83,3,test,1,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
84,4,train,2,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
85,5,test,2,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
86,6,train,3,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
87,7,test,3,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
88,8,train,4,,,,5.1,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
89,9,test,4,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
90,10,train,5,0.55922,0.9446,0.005043555252552,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
91,11,test,5,0.5249,0.9373,0.0053080516695976,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
92,12,train,6,,,,5.2,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
93,13,test,6,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
94,14,train,7,0.5627,0.94454,0.005010288028717,5.5,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
95,15,test,7,0.5325,0.937,0.0052657563209533,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,0,layerwise,CNN_layerwise
0,0,train,0,0.564,0.94692,0.0049954052853584,4.9,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
1,1,test,0,0.5324,0.9397,0.0052649569272995,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
2,2,train,1,,,,5.0,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
3,3,test,1,,,,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
4,4,train,2,,,,5.1,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
5,5,test,2,,,,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
6,6,train,3,,,,5.1,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
7,7,test,3,,,,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
8,8,train,4,,,,4.9,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
9,9,test,4,,,,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
10,10,train,5,0.57336,0.94928,0.0048851558065414,4.9,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
11,11,test,5,0.5424,0.9406,0.0051904389262199,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
12,12,train,6,,,,5.0,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
13,13,test,6,,,,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
14,14,train,7,0.55484,0.94872,0.0050089213776588,4.9,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
15,15,test,7,0.5213,0.9415,0.005316039276123,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
16,0,train,0,0.58488,0.95122,0.0047867637968063,5.5,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
17,1,test,0,0.5515,0.9451,0.0051005284309387,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
18,2,train,1,,,,5.0,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
19,3,test,1,,,,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
20,4,train,2,,,,5.1,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
21,5,test,2,,,,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
22,6,train,3,,,,5.0,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
23,7,test,3,,,,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
24,8,train,4,,,,4.9,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
25,9,test,4,,,,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
26,10,train,5,0.57908,0.94984,0.0048128436601161,4.9,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
27,11,test,5,0.5462,0.9417,0.0051293977737426,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
28,12,train,6,,,,5.1,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
29,13,test,6,,,,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
30,14,train,7,0.58498,0.9519,0.0047768768930435,5.0,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
31,15,test,7,0.5503,0.9455,0.0051019905805587,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
32,0,train,0,0.57376,0.94942,0.0048713815879821,5.1,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
33,1,test,0,0.5392,0.943,0.0051879001498222,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
34,2,train,1,,,,4.9,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
35,3,test,1,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
36,4,train,2,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
37,5,test,2,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
38,6,train,3,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
39,7,test,3,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
40,8,train,4,,,,5.2,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
41,9,test,4,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
42,10,train,5,0.58708,0.95216,0.0047575905644893,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
43,11,test,5,0.5492,0.9459,0.0050893474698066,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
44,12,train,6,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
45,13,test,6,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
46,14,train,7,0.58608,0.9522,0.0047466012001037,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
47,15,test,7,0.552,0.9444,0.0050802081227302,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
48,0,train,0,0.58512,0.95198,0.0047811932349205,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
49,1,test,0,0.5448,0.9455,0.0051047683596611,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
50,2,train,1,,,,5.2,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
51,3,test,1,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
52,4,train,2,,,,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
53,5,test,2,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
54,6,train,3,,,,5.1,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
55,7,test,3,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
56,8,train,4,,,,5.1,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
57,9,test,4,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
58,10,train,5,0.59142,0.95356,0.0047195363652706,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
59,11,test,5,0.5532,0.946,0.0050540285944938,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
60,12,train,6,,,,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
61,13,test,6,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
62,14,train,7,0.58802,0.95254,0.0047675592899322,5.1,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
63,15,test,7,0.5493,0.9458,0.005097638118267,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
64,0,train,0,0.5917,0.95336,0.0047248093223571,5.5,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
65,1,test,0,0.5552,0.946,0.0050667754769325,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
66,2,train,1,,,,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
67,3,test,1,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
68,4,train,2,,,,4.9,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
69,5,test,2,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
70,6,train,3,,,,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
71,7,test,3,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
72,8,train,4,,,,5.1,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
73,9,test,4,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
74,10,train,5,0.58754,0.95126,0.0047345823025703,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
75,11,test,5,0.5521,0.9453,0.0050759731888771,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
76,12,train,6,,,,5.1,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
77,13,test,6,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
78,14,train,7,0.5927,0.95362,0.0047213632440567,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
79,15,test,7,0.5556,0.9449,0.0050618284225463,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
80,0,train,0,0.58428,0.95146,0.0047721755766868,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
81,1,test,0,0.5466,0.9418,0.0051091182231903,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
82,2,train,1,,,,5.1,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
83,3,test,1,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
84,4,train,2,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
85,5,test,2,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
86,6,train,3,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
87,7,test,3,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
88,8,train,4,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
89,9,test,4,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
90,10,train,5,0.58818,0.9526,0.0047421997356414,5.1,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
91,11,test,5,0.5509,0.9456,0.0050853506207466,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
92,12,train,6,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
93,13,test,6,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
94,14,train,7,0.58152,0.95142,0.0047728475737571,5.1,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
95,15,test,7,0.5439,0.9409,0.0051290557146072,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,1,layerwise,CNN_layerwise
